代码,名称,最新价,涨跌幅,涨跌额,成交量(股),成交额,振幅,最高,最低,今开,昨收,量比,指数
000027,180运输,1218.05,-2.50%,-31.24,4.62亿,43.4亿,3.08%,1250.68,1212.26,1250.68,1249.29,1.21,指数成份
000940,财富大盘,5330.46,-2.50%,-136.67,203.4亿,2268亿,2.87%,5474.05,5317.09,5473.14,5467.12,1.1,指数成份
399972,300深市,4683.79,-2.53%,-121.37,62.8亿,941.9亿,2.63%,4796.8,4670.56,4794.32,4805.16,1.13,指数成份
399918,300成长,4713.53,-2.55%,-123.4,49.87亿,873亿,2.85%,4839.86,4701.81,4835.73,4836.93,1.29,指数成份
000054,上证海外,1407.8,-2.59%,-37.42,49.07亿,578.2亿,3.12%,1448.76,1403.59,1448.69,1445.22,1.04,指数成份
000123,180动态,6936.11,-2.60%,-185.03,50.16亿,616.5亿,3.16%,7139.96,6915.15,7137.79,7121.14,1.17,指数成份
000029,180价值,4281.51,-2.60%,-114.17,50.85亿,554.9亿,2.89%,4399.33,4272.38,4397.46,4395.68,0.97,指数成份
399050,创新引擎,2259.77,-2.61%,-60.68,19.59亿,325.3亿,2.89%,2317.95,2250.82,2317.95,2320.45,1.01,指数成份
000849,300非银,11256.49,-2.63%,-303.8,20.95亿,367.7亿,3.73%,11646.45,11215.1,11639.13,11560.29,1.04,指数成份
000110,380金融,4224.88,-2.63%,-114.0,5.71亿,36.8亿,2.94%,4337.98,4210.36,4331.25,4338.88,0.77,指数成份
399702,深证F120,7339.12,-2.64%,-198.78,67.03亿,886.3亿,2.79%,7521.59,7311.28,7521.59,7537.9,1.12,指数成份
399670,深周期50,2758.89,-2.66%,-75.37,35.42亿,372.9亿,3.24%,2842.4,2750.51,2841.66,2834.26,1.13,指数成份
000989,全指可选,4967.62,-2.67%,-136.42,84.24亿,804.9亿,2.69%,5091.46,4954.27,5091.46,5104.05,0.98,指数成份
000970,ESG40,1519.86,-2.67%,-41.72,42.61亿,407.5亿,3.05%,1564.05,1516.47,1564.05,1561.58,1.09,指数成份
399644,深证时钟,3481.66,-2.67%,-95.55,39.17亿,542.9亿,2.80%,3570.39,3470.28,3557.3,3577.21,1.04,指数成份
399328,深证治理,9968.3,-2.68%,-274.08,15.6亿,393.5亿,2.71%,10211.41,9933.42,10175.79,10242.37,1.21,指数成份
000048,责任指数,1559.95,-2.70%,-43.34,45.86亿,657.4亿,3.18%,1606.3,1555.3,1605.84,1603.29,1.13,指数成份
000018,180金融,5771.54,-2.72%,-161.07,41.06亿,526.2亿,3.35%,5955.28,5756.37,5950.49,5932.61,0.92,指数成份
399324,深证红利,9677.62,-2.72%,-270.1,24.98亿,483.6亿,2.94%,9934.12,9642.09,9896.82,9947.72,1.23,指数成份
399966,800非银,6609.89,-2.73%,-185.71,25.9亿,417.3亿,4.01%,6863.13,6590.87,6856.52,6795.6,0.97,指数成份
000134,上证银行,891.24,-2.73%,-24.97,23.19亿,192.2亿,2.96%,916.68,889.54,915.55,916.21,0.82,指数成份
399240,金融指数,1149.22,-2.77%,-32.73,12.09亿,118.3亿,3.56%,1188.15,1146.09,1187.2,1181.95,0.84,指数成份
000818,细分金融,6819.29,-2.77%,-194.61,41.55亿,548.6亿,3.36%,7037.83,6802.1,7032.15,7013.9,0.92,指数成份
000946,内地金融,7155.05,-2.78%,-204.75,41.43亿,548.6亿,3.37%,7384.73,7136.84,7378.7,7359.8,0.92,指数成份
000063,上证周期,3490.52,-2.79%,-100.32,50.43亿,663.7亿,3.15%,3593.3,3480.02,3593.03,3590.84,1.07,指数成份
399701,深证F60,8088.07,-2.80%,-233.26,37.54亿,575亿,2.85%,8294.08,8057.06,8294.08,8321.32,1.04,指数成份
000968,300周期,3985.95,-2.82%,-115.5,95.24亿,1033亿,3.21%,4107.01,3975.41,4105.85,4101.45,1.09,指数成份
399986,中证银行,6734.58,-2.82%,-195.42,25.16亿,218.6亿,3.04%,6931.76,6720.88,6922.42,6930.0,0.83,指数成份
000947,内地银行,6540.04,-2.82%,-189.59,24.73亿,215.4亿,3.03%,6731.61,6527.65,6722.26,6729.63,0.82,指数成份
000951,300银行,6338.79,-2.83%,-184.38,23.66亿,207.7亿,3.04%,6524.75,6326.77,6515.31,6523.16,0.83,指数成份
399976,CS新能车,1674.86,-2.91%,-50.12,4.09亿,102.1亿,2.94%,1720.19,1669.55,1720.15,1724.98,0.96,指数成份
000959,银河99,7232.93,-2.94%,-219.29,87.82亿,1308亿,3.10%,7448.81,7218.0,7448.63,7452.22,1.11,指数成份
000038,上证金融,5604.84,-2.98%,-172.21,31.68亿,444.6亿,3.38%,5784.84,5589.5,5782.72,5777.05,0.94,指数成份
000992,全指金融,6320.44,-2.98%,-194.31,84.18亿,956亿,3.43%,6527.17,6303.76,6524.46,6514.74,1.01,指数成份
000820,煤炭指数,2752.2,-2.98%,-84.61,22.98亿,160.7亿,3.32%,2842.75,2748.55,2841.34,2836.81,1.34,指数成份
000934,中证金融,6627.5,-3.00%,-204.97,73.65亿,875.4亿,3.46%,6844.49,6608.32,6842.26,6832.47,1.01,指数成份
399934,中证金融,6627.5,-3.00%,-204.97,73.65亿,875.4亿,3.46%,6844.49,6608.32,6842.26,6832.47,1.01,指数成份
399998,中证煤炭,1649.09,-3.01%,-51.14,23.21亿,161.8亿,3.43%,1705.04,1646.65,1703.97,1700.23,1.34,指数成份
399990,煤炭等权,2222.5,-3.02%,-69.15,23.21亿,161.8亿,3.45%,2299.15,2220.0,2297.37,2291.65,1.34,指数成份
000914,300金融,6854.95,-3.06%,-216.25,55.02亿,719.9亿,3.49%,7082.47,6835.39,7080.38,7071.2,1.01,指数成份
399914,300金融,6854.95,-3.06%,-216.25,55.02亿,719.9亿,3.49%,7082.47,6835.39,7080.38,7071.2,1.01,指数成份
000931,中证可选,5175.38,-3.17%,-169.62,36.39亿,396.7亿,3.05%,5326.48,5163.35,5326.48,5344.99,1.03,指数成份
